EXAMPLE_ID,IS_VALID,SCORE,PREDICTED_RULE
anomaly_0845,0,0.0005,RULE_LITHO_LEVEL_SKIP
anomaly_0010,0,0.0118,RULE_DEP_NO_CLEAN
anomaly_0075,1,0.9996,
anomaly_0606,0,0.0022,RULE_BACKSIDE_BEFORE_PASSIVATION
anomaly_0469,0,0.0743,RULE_CMP_NO_DEP
anomaly_0308,0,0.0728,RULE_CMP_NO_DEP
anomaly_0135,1,0.9995,
anomaly_0847,0,0.0025,RULE_BACKSIDE_BEFORE_PASSIVATION
anomaly_0648,1,0.9997,
anomaly_0245,1,0.9997,
anomaly_0916,1,0.9988,
anomaly_0210,1,0.9995,
anomaly_0268,1,0.9996,
anomaly_0858,0,0.0020,RULE_BACKSIDE_BEFORE_PASSIVATION
anomaly_0536,0,0.0000,RULE_SHIP_BEFORE_TEST
anomaly_0579,1,0.9985,
anomaly_0833,1,0.9997,
anomaly_0956,0,0.0228,RULE_CMP_NO_DEP
anomaly_0084,1,0.9995,
anomaly_0041,0,0.0340,RULE_DEP_NO_CLEAN
anomaly_0609,0,0.0082,RULE_DEP_NO_CLEAN
anomaly_0593,0,0.0031,RULE_TEST_BEFORE_PASSIVATION
anomaly_0841,0,0.0027,RULE_LITHO_LEVEL_SKIP
anomaly_0584,0,0.0018,RULE_LITHO_LEVEL_SKIP
anomaly_0123,0,0.0000,RULE_SHIP_BEFORE_TEST
anomaly_0414,1,0.9994,
anomaly_0241,0,0.0004,RULE_LITHO_LEVEL_SKIP
anomaly_0714,0,0.0962,RULE_PAD_OPEN_BEFORE_DEP
anomaly_0610,1,0.9995,
anomaly_0979,1,0.9998,
anomaly_0191,1,0.9997,
anomaly_0083,1,0.9984,
anomaly_0521,0,0.0091,RULE_METAL_ETCH_NO_LITHO
anomaly_0633,1,0.9997,
anomaly_0793,1,0.9992,
anomaly_0772,0,0.0405,RULE_ETCH_NO_MASK
anomaly_0515,0,0.4602,RULE_CMP_NO_DEP
anomaly_0489,0,0.0006,RULE_TEST_BEFORE_PASSIVATION
anomaly_0835,0,0.0020,RULE_TEST_BEFORE_PASSIVATION
anomaly_0884,0,0.0130,RULE_CMP_NO_DEP
anomaly_0059,1,0.9981,
anomaly_0322,0,0.0032,RULE_LITHO_LEVEL_SKIP
anomaly_0683,1,0.9979,
anomaly_0556,0,0.0253,RULE_ETCH_NO_MASK
anomaly_0594,1,0.9968,
anomaly_0762,1,0.9996,
anomaly_0223,0,0.0224,RULE_DEP_NO_CLEAN
anomaly_0304,1,0.9971,
anomaly_0677,0,0.1900,RULE_CMP_NO_DEP
anomaly_0159,0,0.0093,RULE_DEP_NO_CLEAN
anomaly_0499,1,0.9994,
anomaly_0570,1,0.9936,
anomaly_0690,1,0.9997,
anomaly_0293,0,0.0378,RULE_DEP_NO_CLEAN
anomaly_0466,1,0.9985,
anomaly_0878,0,0.0033,RULE_METAL_ETCH_NO_LITHO
anomaly_0400,1,0.9997,
anomaly_0003,1,0.9997,
anomaly_0874,0,0.3603,RULE_CMP_NO_DEP
anomaly_0169,1,0.9997,
anomaly_0716,0,0.0043,RULE_METAL_ETCH_NO_LITHO
anomaly_0857,1,0.9996,
anomaly_0219,0,0.0000,RULE_SHIP_BEFORE_TEST
anomaly_0493,1,0.9996,
anomaly_0706,1,0.9995,
anomaly_0806,1,0.9972,
anomaly_0171,0,0.0087,RULE_DEP_NO_CLEAN
anomaly_0243,1,0.9985,
anomaly_0968,1,0.9998,
anomaly_0016,1,0.9989,
anomaly_0554,1,0.9994,
anomaly_0052,1,0.9997,
anomaly_0684,0,0.0884,RULE_IMPLANT_NO_MASK
anomaly_0564,1,0.9992,
anomaly_0454,0,0.0007,RULE_METAL_ETCH_NO_LITHO
anomaly_0078,1,0.9966,
anomaly_0256,0,0.1093,RULE_IMPLANT_NO_MASK
anomaly_0875,0,0.0185,RULE_METAL_ETCH_NO_LITHO
anomaly_0708,1,0.9936,
anomaly_0188,1,0.9980,
anomaly_0817,1,0.9996,
anomaly_0144,0,0.0111,RULE_DEP_NO_CLEAN
anomaly_0954,1,0.9996,
anomaly_0802,1,0.9995,
anomaly_0696,1,0.9996,
anomaly_0911,1,0.9996,
anomaly_0255,1,0.9995,
anomaly_0112,0,0.0921,RULE_PAD_OPEN_BEFORE_DEP
anomaly_0348,1,0.9936,
anomaly_0413,0,0.1140,RULE_IMPLANT_NO_MASK
anomaly_0063,0,0.0000,RULE_SHIP_BEFORE_TEST
anomaly_0101,0,0.0119,RULE_CMP_NO_DEP
anomaly_0662,1,0.9996,
anomaly_0670,1,0.9994,
anomaly_0056,1,0.9985,
anomaly_0479,1,0.9997,
anomaly_0421,1,0.9996,
anomaly_0744,1,0.9996,
anomaly_0363,1,0.9997,
anomaly_0442,0,0.0014,RULE_LITHO_LEVEL_SKIP
anomaly_0675,1,0.9996,
anomaly_0934,1,0.9997,
anomaly_0097,1,0.9996,
anomaly_0195,1,0.9998,
anomaly_0417,1,0.9995,
anomaly_0885,1,0.9995,
anomaly_0249,1,0.9996,
anomaly_0485,0,0.0023,RULE_BACKSIDE_BEFORE_PASSIVATION
anomaly_0591,1,0.9992,
anomaly_0585,0,0.1192,RULE_PAD_OPEN_BEFORE_DEP
anomaly_0136,0,0.0019,RULE_LITHO_LEVEL_SKIP
anomaly_0742,0,0.0078,RULE_TEST_BEFORE_PASSIVATION
anomaly_0220,1,0.9997,
anomaly_0756,1,0.9992,
anomaly_0686,1,0.9996,
anomaly_0286,0,0.0017,RULE_METAL_ETCH_NO_LITHO
anomaly_0244,1,0.9995,
anomaly_0527,0,0.0107,RULE_DEP_NO_CLEAN
anomaly_0718,1,0.9996,
anomaly_0339,1,0.9997,
anomaly_0860,0,0.0027,RULE_LITHO_LEVEL_SKIP
anomaly_0070,1,0.9998,
anomaly_0862,1,0.9996,
anomaly_0061,1,0.9997,
anomaly_0647,1,0.9996,
anomaly_0073,1,0.9996,
anomaly_0008,0,0.0000,RULE_SHIP_BEFORE_TEST
anomaly_0955,1,0.9995,
anomaly_0724,1,0.9995,
anomaly_0236,1,0.9994,
anomaly_0568,1,0.9996,
anomaly_0603,1,0.9997,
anomaly_0022,0,0.0072,RULE_DEP_NO_CLEAN
anomaly_0347,0,0.0182,RULE_CMP_NO_DEP
anomaly_0815,1,0.9994,
anomaly_0231,1,0.9996,
anomaly_0254,1,0.9996,
anomaly_0124,0,0.0012,RULE_LITHO_LEVEL_SKIP
anomaly_0463,1,0.9995,
anomaly_0530,1,0.9996,
anomaly_0449,0,0.0000,RULE_SHIP_BEFORE_TEST
anomaly_0775,0,0.0612,RULE_IMPLANT_NO_MASK
anomaly_0959,0,0.0639,RULE_IMPLANT_NO_MASK
anomaly_0688,1,0.9994,
anomaly_0832,0,0.0041,RULE_METAL_ETCH_NO_LITHO
anomaly_0320,1,0.9981,
anomaly_0731,1,0.9994,
anomaly_0206,1,0.9997,
anomaly_0707,0,0.0169,RULE_IMPLANT_NO_MASK
anomaly_0773,1,0.9995,
anomaly_0854,1,0.9997,
anomaly_0434,0,0.0040,RULE_BACKSIDE_BEFORE_PASSIVATION
anomaly_0622,1,0.9940,
anomaly_0541,0,0.0145,RULE_CMP_NO_DEP
anomaly_0843,1,0.9996,
anomaly_0170,1,0.9985,
anomaly_0563,1,0.9996,
anomaly_0487,1,0.9997,
anomaly_0676,0,0.0073,RULE_DEP_NO_CLEAN
anomaly_0132,1,0.9993,
anomaly_0129,1,0.9990,
anomaly_0546,1,0.9996,
anomaly_0071,0,0.0154,RULE_CMP_NO_DEP
anomaly_0498,1,0.9997,
anomaly_0750,0,0.0025,RULE_BACKSIDE_BEFORE_PASSIVATION
anomaly_0088,1,0.9990,
anomaly_0921,1,0.9996,
anomaly_0853,0,0.0009,RULE_METAL_ETCH_NO_LITHO
anomaly_0247,0,0.1533,RULE_PAD_OPEN_BEFORE_DEP
anomaly_0060,0,0.0045,RULE_METAL_ETCH_NO_LITHO
anomaly_0246,1,0.9997,
anomaly_0315,1,0.9995,
anomaly_0372,1,0.9981,
anomaly_0796,1,0.9997,
anomaly_0020,1,0.9994,
anomaly_0501,0,0.0128,RULE_DEP_NO_CLEAN
anomaly_0332,1,0.9989,
anomaly_0614,0,0.0024,RULE_METAL_ETCH_NO_LITHO
anomaly_0001,1,0.9998,
anomaly_0544,0,0.3104,RULE_CMP_NO_DEP
anomaly_0553,1,0.9994,
anomaly_0166,0,0.0018,RULE_LITHO_LEVEL_SKIP
anomaly_0383,1,0.9929,
anomaly_0822,0,0.0201,RULE_CMP_NO_DEP
anomaly_0961,0,0.3417,RULE_CMP_NO_DEP
anomaly_0882,0,0.0037,RULE_DEP_NO_CLEAN
anomaly_0784,1,0.9995,
anomaly_0987,0,0.0060,RULE_DEP_NO_CLEAN
anomaly_0306,1,0.9992,
anomaly_0641,0,0.0016,RULE_BACKSIDE_BEFORE_PASSIVATION
anomaly_0109,1,0.9996,
anomaly_0520,1,0.9996,
anomaly_0183,0,0.0037,RULE_LITHO_LEVEL_SKIP
anomaly_0781,1,0.9993,
anomaly_0513,1,0.9995,
anomaly_0837,1,0.9997,
anomaly_0737,1,0.9994,
anomaly_0740,1,0.9989,
anomaly_0004,0,0.0195,RULE_DEP_NO_CLEAN
anomaly_0896,1,0.9985,
anomaly_0162,1,0.9997,
anomaly_0446,1,0.9990,
anomaly_0919,1,0.9988,
anomaly_0986,1,0.9994,
anomaly_0943,1,0.9997,
anomaly_0657,0,0.0021,RULE_METAL_ETCH_NO_LITHO
anomaly_0788,0,0.0992,RULE_PAD_OPEN_BEFORE_DEP
anomaly_0887,1,0.9997,
anomaly_0769,0,0.0030,RULE_LITHO_LEVEL_SKIP
anomaly_0924,1,0.9861,
anomaly_0699,1,0.9993,
anomaly_0118,1,0.9997,
anomaly_0739,1,0.9989,
anomaly_0818,0,0.0163,RULE_IMPLANT_NO_MASK
anomaly_0012,0,0.0021,RULE_BACKSIDE_BEFORE_PASSIVATION
anomaly_0567,0,0.0895,RULE_PAD_OPEN_BEFORE_DEP
anomaly_0258,1,0.9996,
anomaly_0542,0,0.0035,RULE_LITHO_LEVEL_SKIP
anomaly_0480,0,0.0024,RULE_TEST_BEFORE_PASSIVATION
anomaly_0816,1,0.9933,
anomaly_0391,0,0.0083,RULE_DEP_NO_CLEAN
anomaly_0395,0,0.1211,RULE_PAD_OPEN_BEFORE_DEP
anomaly_0066,0,0.1362,RULE_CMP_NO_DEP
anomaly_0611,0,0.0000,RULE_SHIP_BEFORE_TEST
anomaly_0944,1,0.9993,
anomaly_0697,1,0.9971,
anomaly_0812,1,0.9985,
anomaly_0946,0,0.0025,RULE_LITHO_LEVEL_SKIP
anomaly_0643,1,0.9997,
anomaly_0157,0,0.0000,RULE_SHIP_BEFORE_TEST
anomaly_0113,0,0.0056,RULE_METAL_ETCH_NO_LITHO
anomaly_0049,0,0.0032,RULE_BACKSIDE_BEFORE_PASSIVATION
anomaly_0774,1,0.9994,
anomaly_0094,1,0.9992,
anomaly_0506,1,0.9998,
anomaly_0522,1,0.9980,
anomaly_0142,1,0.9991,
anomaly_0869,1,0.9993,
anomaly_0913,0,0.0017,RULE_TEST_BEFORE_PASSIVATION
anomaly_0409,1,0.9997,
anomaly_0598,1,0.9997,
anomaly_0439,1,0.9996,
anomaly_0599,1,0.9964,
anomaly_0765,0,0.0118,RULE_CMP_NO_DEP
anomaly_0270,0,0.1658,RULE_PAD_OPEN_BEFORE_DEP
anomaly_0552,1,0.9997,
anomaly_0962,1,0.9997,
anomaly_0763,0,0.0003,RULE_TEST_BEFORE_PASSIVATION
anomaly_0253,1,0.9989,
anomaly_0980,1,0.9971,
anomaly_0272,1,0.9997,
anomaly_0147,1,0.9994,
anomaly_0470,1,0.9981,
anomaly_0659,1,0.9996,
anomaly_0406,1,0.9995,
anomaly_0512,0,0.0079,RULE_DEP_NO_CLEAN
anomaly_0672,0,0.0071,RULE_LITHO_LEVEL_SKIP
anomaly_0218,0,0.0012,RULE_LITHO_LEVEL_SKIP
anomaly_0323,1,0.9997,
anomaly_0736,1,0.9997,
anomaly_0581,0,0.0642,RULE_ETCH_NO_MASK
anomaly_0217,0,0.0009,RULE_METAL_ETCH_NO_LITHO
anomaly_0068,1,0.9985,
anomaly_0275,1,0.9994,
anomaly_0411,1,0.9996,
anomaly_0324,1,0.9996,
anomaly_0825,0,0.0198,RULE_DEP_NO_CLEAN
anomaly_0970,0,0.0938,RULE_CMP_NO_DEP
anomaly_0842,1,0.9996,
anomaly_0235,0,0.1391,RULE_CMP_NO_DEP
anomaly_0058,0,0.4316,RULE_CMP_NO_DEP
anomaly_0795,0,0.0116,RULE_TEST_BEFORE_PASSIVATION
anomaly_0787,0,0.1170,RULE_PAD_OPEN_BEFORE_DEP
anomaly_0864,1,0.9981,
anomaly_0333,0,0.0000,RULE_SHIP_BEFORE_TEST
anomaly_0702,1,0.9996,
anomaly_0225,1,0.9995,
anomaly_0571,1,0.9995,
anomaly_0705,1,0.9992,
anomaly_0656,1,0.9966,
anomaly_0277,0,0.0064,RULE_TEST_BEFORE_PASSIVATION
anomaly_0389,1,0.9997,
anomaly_0474,1,0.9989,
anomaly_0168,1,0.9985,
anomaly_0982,1,0.9979,
anomaly_0747,0,0.0180,RULE_CMP_NO_DEP
anomaly_0547,1,0.9996,
anomaly_0176,1,0.9995,
anomaly_0895,0,0.0000,RULE_SHIP_BEFORE_TEST
anomaly_0624,1,0.9996,
anomaly_0074,0,0.0016,RULE_LITHO_LEVEL_SKIP
anomaly_0664,1,0.9996,
anomaly_0700,0,0.0004,RULE_TEST_BEFORE_PASSIVATION
anomaly_0958,1,0.9995,
anomaly_0274,0,0.0025,RULE_TEST_BEFORE_PASSIVATION
anomaly_0687,0,0.0390,RULE_ETCH_NO_MASK
anomaly_0215,1,0.9997,
anomaly_0364,1,0.9994,
anomaly_0380,0,0.0000,RULE_SHIP_BEFORE_TEST
anomaly_0167,0,0.0028,RULE_METAL_ETCH_NO_LITHO
anomaly_0374,0,0.0661,RULE_ETCH_NO_MASK
anomaly_0855,1,0.9997,
anomaly_0651,1,0.9996,
anomaly_0465,1,0.9988,
anomaly_0942,0,0.0007,RULE_LITHO_LEVEL_SKIP
anomaly_0935,1,0.9989,
anomaly_0104,0,0.0928,RULE_PAD_OPEN_BEFORE_DEP
anomaly_0888,0,0.0801,RULE_PAD_OPEN_BEFORE_DEP
anomaly_0966,1,0.9995,
anomaly_0876,0,0.0138,RULE_CMP_NO_DEP
anomaly_0082,0,0.0015,RULE_METAL_ETCH_NO_LITHO
anomaly_0297,1,0.9992,
anomaly_0792,1,0.9992,
anomaly_0234,0,0.0001,RULE_SHIP_BEFORE_TEST
anomaly_0678,1,0.9985,
anomaly_0047,0,0.1151,RULE_PAD_OPEN_BEFORE_DEP
anomaly_0072,0,0.0001,RULE_SHIP_BEFORE_TEST
anomaly_0722,1,0.9996,
anomaly_0197,1,0.9967,
anomaly_0592,1,0.9995,
anomaly_0371,1,0.9997,
anomaly_0883,0,0.0138,RULE_DEP_NO_CLEAN
anomaly_0907,1,0.9996,
anomaly_0634,1,0.9988,
anomaly_0644,1,0.9996,
anomaly_0850,1,0.9983,
anomaly_0301,1,0.9995,
anomaly_0566,1,0.9987,
anomaly_0081,1,0.9990,
anomaly_0388,1,0.9929,
anomaly_0128,0,0.0303,RULE_ETCH_NO_MASK
anomaly_0550,0,0.0044,RULE_DEP_NO_CLEAN
anomaly_0471,1,0.9998,
anomaly_0748,1,0.9996,
anomaly_0045,0,0.0018,RULE_METAL_ETCH_NO_LITHO
anomaly_0827,0,0.1148,RULE_PAD_OPEN_BEFORE_DEP
anomaly_0271,1,0.9997,
anomaly_0619,1,0.9995,
anomaly_0353,1,0.9995,
anomaly_0868,1,0.9996,
anomaly_0368,1,0.9996,
anomaly_0100,0,0.4454,RULE_CMP_NO_DEP
anomaly_0390,1,0.9995,
anomaly_0095,1,0.9998,
anomaly_0978,1,0.9997,
anomaly_0345,0,0.0000,RULE_SHIP_BEFORE_TEST
anomaly_0782,1,0.9996,
anomaly_0221,0,0.0033,RULE_BACKSIDE_BEFORE_PASSIVATION
anomaly_0160,0,0.0214,RULE_ETCH_NO_MASK
anomaly_0952,1,0.9997,
anomaly_0349,1,0.9996,
anomaly_0971,0,0.0001,RULE_SHIP_BEFORE_TEST
anomaly_0715,1,0.9994,
anomaly_0164,1,0.9997,
anomaly_0826,1,0.9998,
anomaly_0778,0,0.0032,RULE_METAL_ETCH_NO_LITHO
anomaly_0007,1,0.9996,
anomaly_0891,0,0.0235,RULE_ETCH_NO_MASK
anomaly_0829,0,0.0000,RULE_SHIP_BEFORE_TEST
anomaly_0285,0,0.0017,RULE_LITHO_LEVEL_SKIP
anomaly_0604,1,0.9997,
anomaly_0460,1,0.9989,
anomaly_0226,1,0.9997,
anomaly_0430,1,0.9996,
anomaly_0974,1,0.9997,
anomaly_0719,1,0.9997,
anomaly_0666,0,0.0918,RULE_PAD_OPEN_BEFORE_DEP
anomaly_0734,1,0.9995,
anomaly_0204,1,0.9995,
anomaly_0575,0,0.1132,RULE_ETCH_NO_MASK
anomaly_0028,1,0.9993,
anomaly_0617,0,0.0063,RULE_LITHO_LEVEL_SKIP
anomaly_0518,0,0.0026,RULE_TEST_BEFORE_PASSIVATION
anomaly_0239,0,0.0020,RULE_LITHO_LEVEL_SKIP
anomaly_0224,1,0.9990,
anomaly_0096,0,0.1427,RULE_PAD_OPEN_BEFORE_DEP
anomaly_0031,1,0.9997,
anomaly_0033,1,0.9992,
anomaly_0433,1,0.9998,
anomaly_0605,0,0.0017,RULE_BACKSIDE_BEFORE_PASSIVATION
anomaly_0090,1,0.9985,
anomaly_0559,0,0.0073,RULE_TEST_BEFORE_PASSIVATION
anomaly_0914,1,0.9989,
anomaly_0759,1,0.9995,
anomaly_0693,1,0.9996,
anomaly_0105,1,0.9339,
anomaly_0755,1,0.9985,
anomaly_0143,1,0.9994,
anomaly_0229,0,0.1148,RULE_PAD_OPEN_BEFORE_DEP
anomaly_0251,0,0.0240,RULE_DEP_NO_CLEAN
anomaly_0282,1,0.9997,
anomaly_0760,1,0.9968,
anomaly_0026,1,0.9997,
anomaly_0115,1,0.9995,
anomaly_0655,1,0.9997,
